Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
ARK Genomic Revolution ETF,ARKG,Buy,Filled,20,20,@23.89,23.89,DAY,06/25/2025 10:25:09 EDT,06/25/2025 10:27:35 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,5,5,@78.66,78.66,DAY,06/25/2025 10:23:15 EDT,06/25/2025 10:24:06 EDT
NiSource,NI,Sell,Filled,20,20,@40.16,40.16,DAY,06/25/2025 10:21:32 EDT,06/25/2025 10:21:32 EDT
Ionis Pharmaceuticals,IONS,Sell,Filled,17,17,@39.41,39.41,GTC,06/24/2025 21:08:37 EDT,06/25/2025 04:03:14 EDT
NiSource,NI,Buy,Filled,10,10,@40.61,40.61,DAY,06/24/2025 10:54:18 EDT,06/24/2025 10:54:18 EDT
NiSource,NI,Buy,Filled,10,10,@40.62,40.62,DAY,06/24/2025 10:53:04 EDT,06/24/2025 10:53:04 EDT
Uber Technologies,UBER,Sell,Filled,7,7,@91.28,91.28,DAY,06/24/2025 10:50:31 EDT,06/24/2025 10:50:54 EDT
Uber Technologies,UBER,Sell,Filled,6,6,@90.41,90.41,DAY,06/24/2025 10:26:58 EDT,06/24/2025 10:26:59 EDT
Uber Technologies,UBER,Buy,Filled,3,3,@90.37,90.37,DAY,06/24/2025 10:26:34 EDT,06/24/2025 10:26:34 EDT
Ionis Pharmaceuticals,IONS,Buy,Filled,7,7,@37.96,37.96,DAY,06/24/2025 09:43:25 EDT,06/24/2025 09:43:25 EDT
Ionis Pharmaceuticals,IONS,Buy,Filled,10,10,@37.87,37.87,DAY,06/24/2025 09:38:36 EDT,06/24/2025 09:41:09 EDT
Ionis Pharmaceuticals,IONS,Buy,Cancelled,0,15,@37.25,,DAY,06/24/2025 09:37:19 EDT,
Uber Technologies,UBER,Sell,Filled,2,2,@88.99,88.99,DAY,06/24/2025 09:36:41 EDT,06/24/2025 09:36:41 EDT
Uber Technologies,UBER,Sell,Filled,4,4,@89.32,89.32,DAY,06/24/2025 09:32:27 EDT,06/24/2025 09:32:34 EDT
Uber Technologies,UBER,Sell,Filled,8,8,@88.02,88.02,DAY,06/24/2025 08:08:03 EDT,06/24/2025 08:08:09 EDT
Uber Technologies,UBER,Buy,Filled,4,4,@88.02,88.02,DAY,06/24/2025 08:07:34 EDT,06/24/2025 08:07:34 EDT
Grail Inc,GRAL,Buy,Filled,5,5,@44.44,44.44,DAY,06/24/2025 07:32:24 EDT,06/24/2025 07:32:24 EDT
ARK Genomic Revolution ETF,ARKG,Sell,Filled,10,10,@23.97,23.97,DAY,06/24/2025 07:32:09 EDT,06/24/2025 07:32:09 EDT
Grail Inc,GRAL,Buy,Filled,9,9,@44.94,44.94,DAY,06/23/2025 10:21:55 EDT,06/23/2025 10:22:15 EDT
Uber Technologies,UBER,Buy,Filled,10,10,@83.42,83.42,DAY,06/23/2025 09:32:03 EDT,06/23/2025 09:32:40 EDT
Grail Inc,GRAL,Buy,Cancelled,0,10,@42.11,,DAY,06/23/2025 09:09:11 EDT,
NiSource,NI,Sell,Filled,8,8,@39.52,39.52,DAY,06/23/2025 08:59:23 EDT,06/23/2025 09:28:37 EDT
ARK Genomic Revolution ETF,ARKG,Buy,Filled,10,10,@23.51,23.51,DAY,06/23/2025 08:56:59 EDT,06/23/2025 09:28:02 EDT
Grail Inc,GRAL,Buy,Filled,10,10,@45.04,45.04,DAY,06/23/2025 08:55:37 EDT,06/23/2025 08:55:37 EDT
Toast Inc,TOST,Sell,Filled,27,27,@42.17,42.17,DAY,06/23/2025 07:22:35 EDT,06/23/2025 07:40:19 EDT
Bloom Energy,BE,Sell,Filled,15,15,@22.00,22.00,DAY,06/23/2025 05:34:51 EDT,06/23/2025 05:35:55 EDT
Grail Inc,GRAL,Buy,Filled,10,10,@45.37,45.37,DAY,06/23/2025 05:33:00 EDT,06/23/2025 06:38:54 EDT
Toast Inc,TOST,Buy,Filled,7,7,@42.42,42.42,DAY,06/20/2025 11:16:01 EDT,06/20/2025 11:16:01 EDT
Uber Technologies,UBER,Sell,Cancelled,0,10,80.49,,GTC,06/18/2025 15:48:33 EDT,
Uber Technologies,UBER,Sell,Cancelled,0,10,@92.45,,GTC,06/18/2025 15:48:33 EDT,
Uber Technologies,UBER,Buy,Filled,10,10,@83.65,83.65,DAY,06/18/2025 15:48:00 EDT,06/18/2025 15:48:00 EDT
Toast Inc,TOST,Sell,Cancelled,0,20,@45.38,,GTC,06/18/2025 15:34:51 EDT,
Toast Inc,TOST,Sell,Cancelled,0,20,40.85,,GTC,06/18/2025 15:34:51 EDT,
NiSource,NI,Sell,Cancelled,0,8,38.92,,GTC,06/18/2025 15:20:43 EDT,
NiSource,NI,Sell,Cancelled,0,8,@40.54,,GTC,06/18/2025 15:20:43 EDT,
Bloom Energy,BE,Sell,Cancelled,0,15,@23.60,,GTC,06/18/2025 15:20:24 EDT,
Bloom Energy,BE,Sell,Cancelled,0,15,20.24,,GTC,06/18/2025 15:20:24 EDT,
Bloom Energy,BE,Buy,Filled,15,15,@21.63,21.63,DAY,06/18/2025 11:36:23 EDT,06/18/2025 11:36:24 EDT
NiSource,NI,Buy,Filled,8,8,@39.46,39.46,DAY,06/18/2025 11:14:01 EDT,06/18/2025 11:14:01 EDT
Ionis Pharmaceuticals,IONS,Sell,Filled,10,10,@37.46,37.46,DAY,06/18/2025 10:28:35 EDT,06/18/2025 10:29:07 EDT
Ionis Pharmaceuticals,IONS,Sell,Filled,30,30,@37.00,37.00,GTC,06/17/2025 10:20:54 EDT,06/18/2025 10:15:21 EDT
Ionis Pharmaceuticals,IONS,Buy,Filled,40,40,@35.24,35.24,DAY,06/16/2025 18:57:25 EDT,06/16/2025 18:57:25 EDT
Uber Technologies,UBER,Sell,Filled,27,27,@84.77,84.77,DAY,06/16/2025 18:56:43 EDT,06/16/2025 18:56:43 EDT
Uber Technologies,UBER,Sell,Cancelled,0,27,81.10,,DAY,06/16/2025 06:55:36 EDT,
Uber Technologies,UBER,Sell,Cancelled,0,27,@92.24,,DAY,06/16/2025 06:55:36 EDT,
Toast Inc,TOST,Sell,Cancelled,0,20,@45.34,,DAY,06/16/2025 06:55:22 EDT,
Toast Inc,TOST,Sell,Cancelled,0,20,40.87,,DAY,06/16/2025 06:55:22 EDT,
Uber Technologies,UBER,Buy,Filled,17,17,@83.99,83.99,DAY,06/13/2025 05:01:55 EDT,06/13/2025 05:03:18 EDT
Uber Technologies,UBER,Buy,Cancelled,0,17,@83.30,,DAY,06/12/2025 20:57:24 EDT,
ProShares UltraPro Dow30,UDOW,Sell,Filled,17,17,@84.76,84.76,DAY,06/12/2025 20:56:00 EDT,06/12/2025 20:56:00 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,10,10,@88.35,88.35,DAY,06/11/2025 10:00:03 EDT,06/11/2025 10:00:03 EDT
Uber Technologies,UBER,Sell,Cancelled,0,10,@89.86,,DAY,06/11/2025 09:49:48 EDT,
Uber Technologies,UBER,Buy,Cancelled,0,10,@82.64,,DAY,06/11/2025 09:24:34 EDT,
Toast Inc,TOST,Sell,Cancelled,0,15,@44.94,,DAY,06/11/2025 06:40:02 EDT,
Coca Cola Co,KO,Sell,Filled,12,12,@72.50,72.50,DAY,06/11/2025 05:16:45 EDT,06/11/2025 06:38:47 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,7,7,@87.70,87.70,DAY,06/10/2025 20:13:33 EDT,06/10/2025 20:13:33 EDT
Uber Technologies,UBER,Buy,Filled,10,10,@86.30,86.30,DAY,06/10/2025 20:12:20 EDT,06/10/2025 20:13:05 EDT
Uber Technologies,UBER,Buy,Cancelled,0,7,@85.29,,DAY,06/10/2025 07:30:09 EDT,
Coca Cola Co,KO,Sell,Cancelled,0,12,@73.45,,DAY,06/10/2025 07:28:27 EDT,
Toast Inc,TOST,Sell,Cancelled,0,20,@44.81,,DAY,06/10/2025 07:27:23 EDT,
Coca Cola Co,KO,Buy,Filled,12,12,@71.54,71.54,DAY,06/09/2025 14:39:56 EDT,06/09/2025 14:39:56 EDT
Uber Technologies,UBER,Sell,Filled,20,20,@87.80,87.80,DAY,06/09/2025 10:40:11 EDT,06/09/2025 12:40:10 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,11,11,@75.00,75.00,DAY,06/09/2025 10:36:40 EDT,06/09/2025 11:09:07 EDT
Toast Inc,TOST,Sell,Cancelled,0,15,@45.50,,DAY,06/09/2025 08:05:42 EDT,
Uber Technologies,UBER,Sell,Cancelled,0,10,@89.35,,DAY,06/06/2025 14:16:20 EDT,
ProShares UltraPro QQQ,TQQQ,Sell,Cancelled,0,11,@75.40,,DAY,06/06/2025 14:15:42 EDT,
Grail Inc,GRAL,Sell,Filled,20,20,@37.84,37.84,DAY,06/06/2025 13:09:12 EDT,06/06/2025 14:11:42 EDT
Uber Technologies,UBER,Buy,Filled,12,12,@85.58,85.58,DAY,06/06/2025 10:18:11 EDT,06/06/2025 10:18:11 EDT
Uber Technologies,UBER,Buy,Filled,8,8,@86.38,86.38,DAY,06/06/2025 09:45:34 EDT,06/06/2025 09:45:35 EDT
Klaviyo  Inc.,KVYO,Sell,Filled,20,20,@33.28,33.28,DAY,06/06/2025 09:35:01 EDT,06/06/2025 09:35:01 EDT
Toast Inc,TOST,Sell,Cancelled,0,20,@45.28,,DAY,06/06/2025 09:30:41 EDT,
ProShares UltraPro QQQ,TQQQ,Sell,Cancelled,0,11,@75.50,,DAY,06/06/2025 09:17:06 EDT,
ProShares UltraPro QQQ,TQQQ,Buy,Filled,11,11,@71.60,71.60,DAY,06/05/2025 15:01:39 EDT,06/05/2025 15:17:15 EDT
Toast Inc,TOST,Sell,Cancelled,0,20,40.99,,DAY,06/05/2025 14:05:32 EDT,
Toast Inc,TOST,Sell,Cancelled,0,20,@45.50,,DAY,06/05/2025 14:05:32 EDT,
Grail Inc,GRAL,Sell,Cancelled,0,20,@43.20,,DAY,06/05/2025 14:05:05 EDT,
Grail Inc,GRAL,Sell,Cancelled,0,20,37.55,,DAY,06/05/2025 14:05:05 EDT,
Klaviyo  Inc.,KVYO,Sell,Cancelled,0,20,@37.70,,DAY,06/05/2025 14:04:27 EDT,
Klaviyo  Inc.,KVYO,Sell,Cancelled,0,20,31.20,,DAY,06/05/2025 14:04:27 EDT,
Toast Inc,TOST,Buy,Filled,20,20,@43.08,43.08,DAY,06/05/2025 13:51:03 EDT,06/05/2025 13:51:03 EDT
Grail Inc,GRAL,Buy,Filled,20,20,@39.78,39.78,DAY,06/05/2025 13:48:34 EDT,06/05/2025 13:50:51 EDT
Klaviyo  Inc.,KVYO,Buy,Filled,20,20,@34.20,34.20,DAY,06/05/2025 13:43:29 EDT,06/05/2025 13:43:29 EDT
Uber Technologies,UBER,Sell,Filled,34,34,@84.34,84.34,DAY,06/05/2025 09:26:45 EDT,06/05/2025 13:36:31 EDT
Uber Technologies,UBER,Sell,Cancelled,0,34,@84.99,,DAY,06/05/2025 06:34:22 EDT,
Uber Technologies,UBER,Sell,Cancelled,0,34,@85.20,,DAY,06/04/2025 15:19:11 EDT,
Uber Technologies,UBER,Buy,Filled,2,2,@82.72,82.72,DAY,06/03/2025 13:45:04 EDT,06/03/2025 13:45:04 EDT
Uber Technologies,UBER,Buy,Filled,32,32,@83.18,83.18,DAY,06/03/2025 11:07:05 EDT,06/03/2025 11:07:05 EDT
Amazon Com,AMZN,Buy,Cancelled,0,13,@206.00,,DAY,06/03/2025 11:03:20 EDT,
ProShares UltraPro QQQ,TQQQ,Sell,Filled,38,38,@72.93,72.93,DAY,06/03/2025 06:43:48 EDT,06/03/2025 11:00:28 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,38,38,@70.60,70.60,DAY,06/02/2025 12:10:47 EDT,06/02/2025 12:10:47 EDT
ProShares UltraPro Short QQQ,SQQQ,Sell,Filled,120,120,@23.65,23.65,DAY,06/02/2025 10:36:54 EDT,06/02/2025 10:36:54 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,70,70,@23.95,23.95,DAY,06/02/2025 09:57:18 EDT,06/02/2025 09:58:44 EDT
ProShares UltraPro Dow30,UDOW,Sell,Filled,20,20,@82.63,82.63,DAY,06/02/2025 09:55:19 EDT,06/02/2025 09:55:47 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,50,50,@23.93,23.93,DAY,06/02/2025 09:53:51 EDT,06/02/2025 09:53:51 EDT
WeRide Inc.,WRD,Sell,Filled,122,122,@9.53,9.53,DAY,06/02/2025 09:53:16 EDT,06/02/2025 09:53:16 EDT
WeRide Inc.,WRD,Sell,Cancelled,0,122,@13.99,,DAY,05/29/2025 06:30:40 EDT,
ProShares UltraPro Dow30,UDOW,Sell,Cancelled,0,15,@87.70,,DAY,05/29/2025 06:28:26 EDT,
ProShares UltraPro Dow30,UDOW,Sell,Cancelled,0,15,@86.99,,DAY,05/28/2025 19:20:26 EDT,
WeRide Inc.,WRD,Buy,Filled,2,2,@10.92,10.92,DAY,05/28/2025 10:02:40 EDT,05/28/2025 10:02:48 EDT
WeRide Inc.,WRD,Buy,Filled,120,120,@11.06,11.06,DAY,05/28/2025 08:55:20 EDT,05/28/2025 08:57:38 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,20,20,@70.87,70.87,DAY,05/27/2025 14:20:58 EDT,05/27/2025 14:21:19 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,8,8,@84.41,84.41,DAY,05/27/2025 13:41:33 EDT,05/27/2025 13:44:41 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,12,12,@84.28,84.28,DAY,05/27/2025 13:37:39 EDT,05/27/2025 13:37:39 EDT
Ast Spacemobile Inc,ASTS,Sell,Filled,40,40,@25.04,25.04,DAY,05/27/2025 13:36:58 EDT,05/27/2025 13:36:58 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,10,10,@70.70,70.70,DAY,05/27/2025 12:45:48 EDT,05/27/2025 13:01:49 EDT
Ast Spacemobile Inc,ASTS,Buy,Filled,10,10,@25.47,25.47,DAY,05/27/2025 12:29:04 EDT,05/27/2025 12:29:08 EDT
Ast Spacemobile Inc,ASTS,Buy,Filled,30,30,@25.41,25.41,DAY,05/27/2025 12:14:42 EDT,05/27/2025 12:14:42 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,5,5,@70.37,70.37,DAY,05/27/2025 12:03:37 EDT,05/27/2025 12:03:37 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,10,10,@70.12,70.12,DAY,05/27/2025 09:56:28 EDT,05/27/2025 10:31:42 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,10,10,@66.31,66.31,DAY,05/23/2025 11:39:05 EDT,05/23/2025 11:39:05 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,5,5,@66.35,66.35,DAY,05/23/2025 10:25:33 EDT,05/23/2025 10:25:33 EDT
ProShares UltraPro Short QQQ,SQQQ,Sell,Filled,40,40,@25.48,25.48,DAY,05/23/2025 09:59:39 EDT,05/23/2025 09:59:39 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,40,40,@25.60,25.60,DAY,05/23/2025 09:47:15 EDT,05/23/2025 09:47:50 EDT
Palantir Technologies Inc,PLTR,Buy,Cancelled,0,10,@118.00,,DAY,05/22/2025 10:10:21 EDT,
ProShares UltraPro QQQ,TQQQ,Buy,Cancelled,0,5,@67.00,,DAY,05/22/2025 07:15:46 EDT,
ProShares UltraPro QQQ,TQQQ,Buy,Filled,10,10,@67.01,67.01,DAY,05/22/2025 06:12:54 EDT,05/22/2025 08:16:55 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,10,10,@68.21,68.21,DAY,05/22/2025 06:11:20 EDT,05/22/2025 07:30:35 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Cancelled,0,10,@67.01,,DAY,05/21/2025 16:16:02 EDT,
ProShares UltraPro QQQ,TQQQ,Buy,Filled,10,10,@68.25,68.25,DAY,05/21/2025 15:38:22 EDT,05/21/2025 15:42:48 EDT
Ast Spacemobile Inc,ASTS,Sell,Cancelled,0,120,@24.24,,DAY,05/21/2025 14:31:47 EDT,
Ast Spacemobile Inc,ASTS,Sell,Filled,120,120,@23.76,23.76,DAY,05/21/2025 14:31:47 EDT,05/21/2025 15:08:02 EDT
Ast Spacemobile Inc,ASTS,Buy,Filled,120,120,@25.44,25.44,DAY,05/20/2025 13:24:04 EDT,05/20/2025 13:24:04 EDT
Ast Spacemobile Inc,ASTS,Buy,Filled,115,115,@25.46,25.46,DAY,05/20/2025 13:23:44 EDT,05/20/2025 13:23:44 EDT
Ast Spacemobile Inc,ASTS,Short,Filled,115,115,@25.36,25.36,DAY,05/20/2025 10:50:22 EDT,05/20/2025 10:56:50 EDT
Apple Inc,AAPL,Sell,Filled,14,14,@207.38,207.38,DAY,05/20/2025 10:01:55 EDT,05/20/2025 10:01:56 EDT
Apple Inc,AAPL,Buy,Filled,14,14,@208.34,208.34,GTC,05/19/2025 12:23:59 EDT,05/19/2025 12:23:59 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Cancelled,0,42,@70.82,,GTC,05/19/2025 12:23:21 EDT,
ProShares UltraPro Short QQQ,SQQQ,Sell,Filled,130,130,@23.61,23.61,GTC,05/19/2025 12:22:37 EDT,05/19/2025 12:22:59 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,10,10,@24.43,24.43,GTC,05/19/2025 04:14:48 EDT,05/19/2025 06:40:39 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,120,120,@24.51,24.51,GTC,05/19/2025 04:11:30 EDT,05/19/2025 04:11:30 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Cancelled,0,100,@Market,,DAY,05/19/2025 04:03:48 EDT,
ProShares UltraPro Short QQQ,SQQQ,Buy,Cancelled,0,20,@24.50,,GTC,05/19/2025 04:03:25 EDT,
iShares Gold Trust,IAU,Buy,Filled,43,43,@60.96,60.96,GTC,05/19/2025 04:00:45 EDT,05/19/2025 04:02:35 EDT
iShares Gold Trust,IAU,Short,Filled,43,43,@59.91,59.91,DAY,05/14/2025 14:42:45 EDT,05/14/2025 14:43:23 EDT
Apple Inc,AAPL,Sell,Filled,12,12,@211.34,211.34,DAY,05/14/2025 13:14:53 EDT,05/14/2025 13:14:53 EDT
Apple Inc,AAPL,Buy,Filled,12,12,@209.85,209.85,DAY,05/13/2025 09:45:22 EDT,05/13/2025 09:45:41 EDT
Ast Spacemobile Inc,ASTS,Sell,Filled,50,50,@27.65,27.65,DAY,05/12/2025 16:31:31 EDT,05/12/2025 16:31:48 EDT
Ast Spacemobile Inc,ASTS,Buy,Filled,50,50,@27.02,27.02,DAY,05/12/2025 15:55:38 EDT,05/12/2025 15:55:38 EDT
Invesco NASDAQ 100 ETF,QQQM,Sell,Filled,12,12,@208.64,208.64,DAY,05/12/2025 15:52:04 EDT,05/12/2025 15:52:04 EDT
Invesco NASDAQ 100 ETF,QQQM,Buy,Filled,7,7,@208.27,208.27,DAY,05/12/2025 12:50:24 EDT,05/12/2025 12:50:24 EDT
Invesco NASDAQ 100 ETF,QQQM,Buy,Filled,5,5,@208.23,208.23,DAY,05/12/2025 10:15:53 EDT,05/12/2025 12:47:46 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,13,13,@66.30,66.30,DAY,05/12/2025 07:02:47 EDT,05/12/2025 07:05:34 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,25,25,@65.74,65.74,DAY,05/12/2025 06:12:47 EDT,05/12/2025 06:13:37 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Cancelled,0,25,@65.71,,DAY,05/12/2025 06:11:56 EDT,
ProShares UltraPro QQQ,TQQQ,Sell,Cancelled,0,38,@65.99,,DAY,05/09/2025 06:42:29 EDT,
ProShares UltraPro QQQ,TQQQ,Buy,Filled,4,4,58.65,58.65,DAY,05/08/2025 10:35:55 EDT,05/08/2025 10:35:55 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,34,34,58.60,58.60,DAY,05/08/2025 10:32:13 EDT,05/08/2025 10:32:13 EDT
Twilio Inc,TWLO,Buy,Filled,30,30,106.17,106.17,DAY,05/08/2025 10:32:02 EDT,05/08/2025 10:32:02 EDT
Twilio Inc,TWLO,Buy,Cancelled,0,30,@106.06,,DAY,05/08/2025 10:30:33 EDT,
Twilio Inc,TWLO,Buy,Cancelled,0,30,@98.30,,DAY,05/07/2025 07:26:35 EDT,
Twilio Inc,TWLO,Buy,Cancelled,0,30,@100.01,,DAY,05/06/2025 18:02:01 EDT,
Twilio Inc,TWLO,Short,Filled,5,5,@102.60,102.60,DAY,05/06/2025 11:53:12 EDT,05/06/2025 11:53:12 EDT
Twilio Inc,TWLO,Buy,Cancelled,0,25,@94.71,,DAY,05/05/2025 06:55:11 EDT,
Twilio Inc,TWLO,Short,Filled,25,25,@99.85,99.85,DAY,05/02/2025 12:28:00 EDT,05/02/2025 12:28:00 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,15,15,@59.98,59.98,DAY,05/02/2025 12:15:20 EDT,05/02/2025 12:15:20 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,25,25,@59.99,59.99,DAY,05/02/2025 12:15:06 EDT,05/02/2025 12:15:06 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,40,40,@59.43,59.43,DAY,05/02/2025 11:16:24 EDT,05/02/2025 11:16:24 EDT
ProShares UltraPro Short QQQ,SQQQ,Sell,Filled,55,55,@28.76,28.76,DAY,05/02/2025 11:04:49 EDT,05/02/2025 11:10:12 EDT
Zeta Global Holdings Corp,ZETA,Sell,Filled,61,61,@13.80,13.80,DAY,05/02/2025 11:03:07 EDT,05/02/2025 11:03:47 EDT
Zeta Global Holdings Corp,ZETA,Buy,Filled,1,1,@13.26,13.26,DAY,04/30/2025 17:09:23 EDT,04/30/2025 17:52:00 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,5,5,@31.94,31.94,DAY,04/30/2025 14:36:39 EDT,04/30/2025 14:36:39 EDT
Zeta Global Holdings Corp,ZETA,Buy,Filled,60,60,@12.94,12.94,DAY,04/30/2025 14:02:35 EDT,04/30/2025 14:03:01 EDT
ProShares Short QQQ,PSQ,Sell,Filled,20,20,@39.60,39.60,DAY,04/30/2025 14:01:59 EDT,04/30/2025 14:01:59 EDT
ProShares Short QQQ,PSQ,Buy,Filled,8,8,@39.78,39.78,DAY,04/30/2025 12:31:07 EDT,04/30/2025 12:31:13 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,50,50,@32.40,32.40,DAY,04/30/2025 12:29:24 EDT,04/30/2025 12:30:48 EDT
ProShares Short QQQ,PSQ,Buy,Filled,12,12,@39.75,39.75,DAY,04/30/2025 12:28:39 EDT,04/30/2025 12:28:39 EDT
Invesco NASDAQ 100 ETF,QQQM,Sell,Filled,5,5,@193.21,193.21,DAY,04/30/2025 12:28:12 EDT,04/30/2025 12:28:12 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,28,28,@52.69,52.69,DAY,04/30/2025 12:28:05 EDT,04/30/2025 12:28:05 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Cancelled,0,14,@56.60,,GTC,04/30/2025 01:13:39 EDT,
ProShares UltraPro QQQ,TQQQ,Buy,Filled,6,6,@54.29,54.29,DAY,04/29/2025 11:08:02 EDT,04/29/2025 11:08:06 EDT
United States Oil,USO,Sell,Filled,5,5,@66.30,66.30,DAY,04/29/2025 11:07:22 EDT,04/29/2025 11:07:52 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,2,2,@54.07,54.07,DAY,04/29/2025 10:53:26 EDT,04/29/2025 10:53:31 EDT
Invesco NASDAQ 100 ETF,QQQM,Buy,Filled,2,2,@194.81,194.81,DAY,04/29/2025 10:53:11 EDT,04/29/2025 10:53:11 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,5,5,@54.14,54.14,DAY,04/29/2025 04:17:28 EDT,04/29/2025 04:19:32 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,15,15,@54.24,54.24,DAY,04/29/2025 04:05:47 EDT,04/29/2025 04:05:47 EDT
ProShares UltraPro Short QQQ,SQQQ,Sell,Filled,48,48,@31.44,31.44,DAY,04/29/2025 04:05:26 EDT,04/29/2025 04:05:26 EDT
Invesco NASDAQ 100 ETF,QQQM,Buy,Filled,3,3,@195.12,195.12,DAY,04/29/2025 04:04:48 EDT,04/29/2025 04:04:48 EDT
iShares Gold Trust,IAU,Sell,Filled,10,10,@62.61,62.61,DAY,04/29/2025 04:02:36 EDT,04/29/2025 04:04:23 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,3,3,@32.02,32.02,DAY,04/28/2025 15:04:55 EDT,04/28/2025 15:04:55 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,5,5,@32.15,32.15,DAY,04/28/2025 14:58:14 EDT,04/28/2025 14:58:21 EDT
iShares Gold Trust,IAU,Buy,Cancelled,0,4,@62.90,,DAY,04/28/2025 12:53:34 EDT,
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,10,10,@32.69,32.69,DAY,04/28/2025 12:53:14 EDT,04/28/2025 12:53:14 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,10,10,@32.78,32.78,DAY,04/28/2025 12:30:34 EDT,04/28/2025 12:30:34 EDT
United States Oil,USO,Buy,Filled,5,5,@68.82,68.82,DAY,04/28/2025 04:37:07 EDT,04/28/2025 04:37:08 EDT
iShares Gold Trust,IAU,Buy,Filled,10,10,@61.96,61.96,DAY,04/28/2025 04:28:09 EDT,04/28/2025 04:28:31 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,20,20,@31.97,31.97,DAY,04/28/2025 04:06:04 EDT,04/28/2025 04:06:04 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,13,13,@53.42,53.42,DAY,04/28/2025 04:03:58 EDT,04/28/2025 04:04:04 EDT
ProShares UltraPro Dow30,UDOW,Sell,Filled,25,25,@72.53,72.53,DAY,04/28/2025 04:03:39 EDT,04/28/2025 04:27:25 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,13,13,@52.59,52.59,DAY,04/25/2025 11:18:21 EDT,04/25/2025 11:20:46 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,5,5,@71.81,71.81,DAY,04/25/2025 11:16:46 EDT,04/25/2025 11:16:46 EDT
iShares Gold Trust,IAU,Sell,Filled,17,17,@61.76,61.76,DAY,04/25/2025 11:12:30 EDT,04/25/2025 11:12:31 EDT
United States Oil,USO,Sell,Filled,9,9,@68.62,68.62,DAY,04/24/2025 19:53:14 EDT,04/24/2025 19:53:14 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,5,5,@72.86,72.86,DAY,04/24/2025 19:51:12 EDT,04/24/2025 19:51:12 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,15,15,@72.88,72.88,DAY,04/24/2025 19:49:33 EDT,04/24/2025 19:49:33 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,15,15,@52.98,52.98,DAY,04/24/2025 19:44:34 EDT,04/24/2025 19:44:34 EDT
United States Oil,USO,Buy,Filled,9,9,@68.57,68.57,DAY,04/24/2025 17:03:12 EDT,04/24/2025 17:03:12 EDT
iShares Gold Trust,IAU,Buy,Cancelled,0,5,@63.16,,DAY,04/24/2025 16:59:44 EDT,
iShares US Aerospace & Defense ETF,ITA,Buy,Cancelled,0,4,@152.86,,DAY,04/24/2025 16:55:48 EDT,
